RedniBroj,Takson,Brojnost,Pokrovnost,Spratovnost,Broj_snimka,pokrovnost_snimka_po_zonama,Datum,Lokalitet,Vlažnost_Kojić1997,Kiselost_Kojić1997,Azot_Kojić1997,Svetlost_Kojić1997,Temperatura_Kojić1997,sintaksonomski element,LIGHT_Tichy_etal2023,TEMPERATURE_Tichy_etal2023,MOISTURE_Tichy_etal2023,REACTION_Tichy_etal2023,NUTRIENTS_Tichy_etal2023,SALINITY_Tichy_etal2023
890,Rumex acetosa,1,2,C ,58,C-100%,29.6.2023,Stara planina - Konjarnik-Babin zub,3,3,3,4,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.8,5.1,x,x,x,0.2
891,Scabiosa columbaria,1,1,C ,58,C-100%,29.6.2023,Stara planina - Konjarnik-Babin zub,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8.1,x,3.3,7.2,2.2,0
892,Gymnadenia frivaldii,1,2,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,,,8,,,
893,Dactylorhiza cordigera subsp. bosniaca,1,2,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,7.5,6,7.6,NA,NA,NA
894,Dactylorhiza cordigera subsp. cordigera ,1,2,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,7.5,6,7.6,NA,NA,NA
895,Sphagnum sp.,4,4,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
896,Drosera rotundifolia,4,3,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,5,1,1,4,3,"8,7 - Klasa SCHEUCHZERIO-CARICETEA FUSCAE Nordh. 1936: Vegetacija planinskih i subalpijskih mezotrofnih i oligotrofnih, ravnih tresava",8.1,4.6,9.1,1.9,1.1,0
897,Rumex alpinus,4,4,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,4,3,5,4,2,nema,7.7,3.3,6.1,6.8,8.8,0
898,Potentilla erecta,2,2,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,3,3,2,3,2,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",6.5,4.8,6.8,3.8,2.3,0
899,Polygonum viviparum,1,2,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,3,3,2,4,2,nema,7.6,2.2,5.7,4.7,1.8,0
900,Populus tremula mladice,2,2,B2,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,3,3,3,4,3,nema,6.7,5.2,5.3,5,4.8,0
901,Polytrichum communis,4,3,C1,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
902,Salix caprea,1,2,B2,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,3,3,3,3,3,"3,213 - Sveza Sambuco-Salicion capreae R.Tx. 1950: Higro-mezofilno-nitrofilne žbunaste zajednice, nitrofilnog karaktera, na ruderalizovanim staništima",7.2,5.1,x,6.4,5.6,0
903,Juncus conglomeratus,4,3,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,4,2,3,4,3,"5,11 - Red Molinietalia W. Koch 1926: Subkontinentalne higrofilne livadske zajednice na močvarnom, dubokom zemljištu, izvan poplavne zone",7.7,5.3,7.6,4.4,3.6,0.2
904,Carex pallescens siljat,4,3,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,3,2,2,3,3,"4,61 - Red Nardetalia strictae Preisg. 1949: Planinski pašnjaci u kojima dominira tupac",7.1,4.5,6.1,4.3,3.3,0
905,Bruckenthalia spiculifolia,2,3,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,2,2,3,4,3,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",8,5.3,5.6,,,
906,Carex echinata (stellulata sinonim) mali,4,3,C ,59,"B2<5%, C-50%, ostalo voda i zemlja",29.6.2023,Stara planina - Jabučko ravnište,4,2,2,3,3,nema,7.8,5,8.4,3,2,0
907,Dactylorhza sambucina,1,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,3,3,2,3,3,nema,7.4,x,x,5,2.6,0
908,Gymnadenia densiflora,2,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
909,Pseudorchis albida subsp. albida,2,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,8,3.6,5.3,x,2.1,0
910,Genista sagittalis,4,5,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,2,1,4,4,"4,61 - Red Nardetalia strictae Preisg. 1949: Planinski pašnjaci u kojima dominira tupac",7.7,5.3,4.1,x,2.2,0
911,Bruckenthalia spiculifolia,4,3,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,2,3,4,3,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",8,5.3,5.6,,,
912,Tanacetum vulgare,1,1,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,3,3,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.8,x,x,7.1,5.7,0.2
913,Achillea lingulata,1,1,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,3,3,4,3,nema,7.1,4.6,5.7,NA,NA,NA
914,Hypochaeris maculata,1,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,3,2,3,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.7,5.8,4.2,6.8,2.5,0
915,Silene roemeri,1,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,3,2,4,4,nema,9,4,3,7,2,0
916,Luzula multiflora,4,3,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,7.3,x,x,x,2.3,0
917,Potentilla erecta,2,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,3,3,2,3,2,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",6.5,4.8,6.8,3.8,2.3,0
918,Centaurea uniflora (biće je i u narednim snimcima),1,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,7,3,4,3,3,0
919,Antennaria dioica (Gnafalium sp.),4,3,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,2,2,2,4,2,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",7.9,3.7,4.2,3.3,2.1,0
920,Trava sp.,4,3,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
921,Thymus praecox,4,2,C ,60,C-100%,29.6.2023,Stara planina - Jabučko ravnište,1,4,1,5,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.2,x,2.6,7.2,1.4,0
922,Pseudorchis albida subsp. albida,1,1,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,8,3.6,5.3,x,2.1,0
923,Picea abies,1,3,A2,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,3,3,1,2,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",5.6,3.4,5.8,3.8,4.2,0
924,Juniperus sibirica,1,4,B2,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,2,2,4,2,"2,115 - Sveza Juniperion sibiricae Br.-Bl. 1939: Žbunaste zajednice klečice (često i sa drugim vrstama: borovnicom, smorčom, brukentalijom i dr.), u subalpskom i alpskom pojasu najviših planina",8.1,3.8,x,x,2.6,0
925,Thymus pulegioides,4,4,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,3,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.9,5.2,3.8,x,1.7,0
926,? Festuca sp.,4,6,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
927,Potentilla sp. ista kao prethodna,4,3,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
928,Centaurea uniflora (ista kao prethodna),2,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,7,3,4,3,3,0
929,Achillea lingulata,1,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,3,3,4,3,nema,7.1,4.6,5.7,NA,NA,NA
930,Cruciata glabra subsp. balcanica (Crucianela sp.),3,3,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,3,3,4,3,nema,6.9,x,x,5.8,x,0
931,Campanula rapunculus,1,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,3,2,3,4,nema,7.4,6.7,3.4,6.5,3.7,0
932,Luzula campestris subsp. campestris(Juncus sp.),2,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,3,2,4,3,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",7.3,x,x,x,2.3,0
933,Hypochaeris maculata,1,1,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,3,2,3,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.7,5.8,4.2,6.8,2.5,0
934,Luzula luzuloides,3,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,2,2,2,3,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",4.2,4.6,4.8,3.2,3.9,0
935,Vaccinium myrtillus,1,2,B2,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,1,2,2,2,"2,1 - Klasa VACCINIO-PICEETEA Br.-Bl. 1939 em Zupančić 1976: Evro-sibirske smrčeve šume (kao i nekih drugih četinara)",5.7,x,x,1.9,2.5,0
936,Veratrum album,1,1,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,3,3,3,4,3,"3,11 - Red Adenostyletalia G. et J. Br.-Bl. 1931: Planinske zajednice zeljastog ili žbunastog karaktera",7.5,3.8,6.8,x,x,0
937,Festuca heterophylla (Visoka trava),3,3,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,2,2,2,2,3,"1,112 - Sveza Quercion pubescentis-petraeae Br.-Bl. 1931: Šumske zajednice kitnjaka i medunca",x,6.1,4.5,4.8,3.7,0
938,Pilosella sp.,2,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
939,Cytisus villosus,2,2,C ,61,"A2<5%, B2-10%, 80% C, ostalo zemlja",29.6.2023,Stara planina - Midžor,0,0,0,0,0,nema,6.5,8.3,4,4,4,0
940,Pseudorchis albida subsp. tricuspis,2,2,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
941,Juniperus sibirica,1,3,B2,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,2,2,2,4,2,"2,115 - Sveza Juniperion sibiricae Br.-Bl. 1939: Žbunaste zajednice klečice (često i sa drugim vrstama: borovnicom, smorčom, brukentalijom i dr.), u subalpskom i alpskom pojasu najviših planina",8.1,3.8,x,x,2.6,0
942,Genista tinctoria,2,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,2,2,4,3,nema,7,x,5.3,x,2.4,0
943,Chamaecytisus hirsutus (/supinus (Cytisus sp.)),2,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,2,3,2,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",8.3,x,3.8,6.7,2.1,0
944,Rosa pendulina,1,1,B2,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,4,2,3,2,"2,21 - Red Erico-Pinetalia Obred. 1949 em. Ht. 1959: Bazifilne šumske zajednice crnog i belog bora reliktnog karaktera, na dolomitskoj i peridotitskoj-serpentintskoj podlozi (najčešći tipovi zemljišta su: rendžine, rankeri i smeđa serpentinska zemljišta)",6.9,4.1,5.3,6.3,x,0
945,Ballardiochloa variegata (sin. Poa violaceae) (vodili kao Festuca sp.),4,4,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,2,3,3,4,2,"4,512 - Sveza Poion violaceae Ht. 1937: Visokoplaninske travnjačke zajednice, javljaju se i na nadmorskim visinama preko 2.500 metara",8.3,2.6,4.5,3.3,2,0
946,Thymus praecox,4,4,C,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,1,4,1,5,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.2,x,2.6,7.2,1.4,0
947,Achillea lingulata,3,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,2,3,3,4,3,nema,7.1,4.6,5.7,NA,NA,NA
948,Centaurea uniflora,3,2,C,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,0,0,0,0,0,nema,7,3,4,3,3,0
949,Potentilla erecta (Potentila kao u prethodnom),4,4,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,3,2,3,2,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",6.5,4.8,6.8,3.8,2.3,0
950,Luzula luzuloides (Luzlula kao pre),4,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,2,2,2,3,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",4.2,4.6,4.8,3.2,3.9,0
951,Vaccinium myrtillus,3,3,B2,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,1,2,2,2,"2,1 - Klasa VACCINIO-PICEETEA Br.-Bl. 1939 em Zupančić 1976: Evro-sibirske smrčeve šume (kao i nekih drugih četinara)",5.7,x,x,1.9,2.5,0
952,Carex pilulifera,4,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,2,3,3,3,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",6.2,5.1,5.2,2.9,3.1,0
953,Luzula campestris subsp. multiflora (vodili smo kao Juncus sp.),4,3,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,3,2,4,3,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",7.3,x,x,x,2.3,0
954,Ajuga reptans (vodili smo kao Ajuga pyramidalis),2,2,C ,62,"B2<5%, C-95%",29.6.2023,Stara planina - Babin zub,3,3,3,3,3,nema,6.1,x,6.2,x,x,0
955,Corallorhiza trifida,1,2,C ,63,A2-100% B2-5% C<5% C1 5% ostalo stelja 90%,30.6.2023,Stara planina - Arbinje,3,2,2,2,2,nema,2.6,4,5.4,3.4,x,0
956,Fagus moesiaca (Fagus x taurica),3,7,A2,63,A2-100% B2-5% C<5% C1 5% ostalo stelja 90%,30.6.2023,Stara planina - Arbinje,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
957,Vaccinium myrtillus,2,2,B2,63,A2-100% B2-5% C<5% C1 5% ostalo stelja 90%,30.6.2023,Stara planina - Arbinje,3,1,2,2,2,"2,1 - Klasa VACCINIO-PICEETEA Br.-Bl. 1939 em Zupančić 1976: Evro-sibirske smrčeve šume (kao i nekih drugih četinara)",5.7,x,x,1.9,2.5,0
958,Luzula sylvatica,2,2,C ,63,A2-100% B2-5% C<5% C1 5% ostalo stelja 90%,30.6.2023,Stara planina - Arbinje,3,2,2,2,3,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,x,3,3.7,0
1059,Corallorhiza trifida,2,2,C ,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,3,2,2,2,2,nema,2.6,4,5.4,3.4,x,0
1060,Picea abies smrča,3,7,A1,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,3,3,3,1,2,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",5.6,3.4,5.8,3.8,4.2,0
1061,Fagus moesiaca (Fagus x taurica),2,3,A2,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1062,Prenanthes purpurea,1,1,C ,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,3,3,3,2,2,"1,13 - Red Fagetalia sylvaticae Pawl. 1928: Šume bukve, mešovite šume bukve i jele, mezofitno-sciofitnog karaktera",4.2,4.3,5.3,5,5.2,0
1063,Abies alba,2,3,A1,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,3,3,3,1,2,"1.13 Red Fagetalia sylvaticae Pawl. 1928: Šume bukve, mešovite šume bukve i jele, mezofitno-sciofitnog karaktera",X,4.7,6.1,5.3,5.5,0
1064,Luzula sylvatica,2,2,C ,64,"A1-95% A2-5% C-10% ostalo stelja, 10% ima i mahovina i lišajeva",30.6.2023,Stara planina - Arbinje,3,2,2,2,3,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,x,3,3.7,0
1065,Pseudorchis albida subsp. tricuspis,2,2,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1066,Juniperus sibirica,1,3,B2,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,2,2,2,4,2,"2,115 - Sveza Juniperion sibiricae Br.-Bl. 1939: Žbunaste zajednice klečice (često i sa drugim vrstama: borovnicom, smorčom, brukentalijom i dr.), u subalpskom i alpskom pojasu najviših planina",8.1,3.8,x,x,2.6,0
1067,Antennaria dioica (Gnaphalium),2,2,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,2,2,2,4,2,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",7.9,3.7,4.2,3.3,2.1,0
1068,Cetraria islandica,3,3,C1,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1069,Bruckenthalia spiculifolia,4,3,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,2,2,3,4,3,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",8,5.3,5.6,,,
1070,Gentiana asclepiadea,4,3,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,4,3,3,3,nema,6.4,4.1,6.1,6.7,3,0
1071,Luzula luzuloides,3,3,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,2,2,2,3,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",4.2,4.6,4.8,3.2,3.9,0
1072,Luzula campestris subsp. campestris (vodili smo kao Juncus sp.),2,2,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,3,2,4,3,"4,6 - Klasa NARDO-CALLUNETEA Preisg. 1949: Planinski pašnjaci u kojima dominira tipac",7.3,x,x,x,2.3,0
1073,Cytisus villosus,3,3,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,6.5,8.3,4,4,4,0
1074,Aira cariophyllea (vodili kao Festuca sp. od juče ista),4,4,C,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,1,2,1,5,4,nema,8.7,6.5,2.4,3.7,1.6,0
1075,Cenaurea nervosa,2,2,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,2,3,4,2,nema,NA,3,NA,NA,NA,NA
1076,Vaccinium vitis-idaea,4,3,B2,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,2,2,3,2,"2,1 - Klasa VACCINIO-PICEETEA Br.-Bl. 1939 em Zupančić 1976: Evro-sibirske smrčeve šume (kao i nekih drugih četinara)",5.1,3.2,4.8,2,1.9,0
1077,Vaccinium uliginosum,4,4,B2,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,4,1,2,3,3,"2,212 - Sveza Orno-Ericion Ht. 1958: Borovo-crnušine šume, odn. šume crnog i belog bora, na dolomitima ili serpentinima, a ponekad se javljaju i na krečnjacima, ali tada su zajednice drugačije građene i imaju drugu sintaksonomsku pripadnost",6.6,3.2,x,1.7,2.1,0
1078,Hypochaeris maculata (Hieracium sp.),3,2,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,2,3,2,3,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.7,5.8,4.2,6.8,2.5,0
1079,Potentilla aurea,1,1,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,2,2,4,2,"4,611 - Sveza Nardion strictae Br.-Bl. 1926: Široko rasprostranjena planinske pašnjačke zajednice u kojima dominira tipac",8,2.7,4.7,3,2.3,0
,Nardus stricta,3,3,C ,65,B2-10% C-85% C1<5%,30.6.2023,Stara planina - Crvene bare,3,1,2,4,2,"4,61 - Red Nardetalia strictae Preisg. 1949: Planinski pašnjaci u kojima dominira tupac",8,3.8,5.8,2.3,2.1,0
1080,Dactylorhiza cordigera subsp. bosniaca,2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,7.5,6,7.6,NA,NA,NA
1081,Dactylorhiza sp.,1,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1082,Myosotis scorpiodes,3,3,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,4,3,3,3,3,"5,112 - Sveza Calthion R. Tx. 1937: Brdske eutrofne higrofilne zajednice, na teškom glinovitom zemljištu",6.8,x,x,5.5,x,0.1
1083,Saxifraxa stellaris (mi smo pisali paniculata),2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,5,3,2,4,2,"8,51 - Red Montio Cardaminetalia Paawl. 1928 em. Maas 1959: Heliofilna vegetacija oko izvora i potočića na slabo kiselom zemljištu",8.2,2.4,9,4.6,2.8,0
1084,Caltha palustris,4,4,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,5,3,3,3,3,"5,112 - Sveza Calthion R. Tx. 1937: Brdske eutrofne higrofilne zajednice, na teškom glinovitom zemljištu",x,4.6,9,4.8,x,0
1085,Nasturitum officinalis,2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,5,4,3,3,3,"8,43 - Red Nasturtio-Glycerietalia Pigm. 1953: Močvarna vegetacije duž potoka i kanala",7.1,x,10.4,6.6,x,0.3
1086,Geum coccineum,3,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,0,0,0,0,0,nema,,6,7,,,
1087,Veratrum album,2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,3,3,3,4,3,"3,11 - Red Adenostyletalia G. et J. Br.-Bl. 1931: Planinske zajednice zeljastog ili žbunastog karaktera",7.5,3.8,6.8,x,x,0
1088,Thalictrum minus,2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,2,4,2,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,3.2,7.7,2.8,0
1089,Picea abies,2,5,A2,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,3,3,3,1,2,"2,11 - Red Vaccinio-Piceetalia Br.-Bl. 1939 em. K.Lund 1967: Acidofilne četinarske šume",5.6,3.4,5.8,3.8,4.2,0
1090,Salix caprea,1,5,A2,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,3,3,3,3,3,"3,213 - Sveza Sambuco-Salicion capreae R.Tx. 1950: Higro-mezofilno-nitrofilne žbunaste zajednice, nitrofilnog karaktera, na ruderalizovanim staništima",7.2,5.1,x,6.4,5.6,0
1091,Eriophorum latifolium,2,2,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,5,4,2,4,3,"8,7 - Klasa SCHEUCHZERIO-CARICETEA FUSCAE Nordh. 1936: Vegetacija planinskih i subalpijskih mezotrofnih i oligotrofnih, ravnih tresava",8.2,4.6,9.1,7.1,2,0.1
1092,Juncus conglomeratus,4,5,C ,66,A2-70% C-80%,30.6.2023,Stara planina - Crvene bare,4,2,3,4,3,"5,11 - Red Molinietalia W. Koch 1926: Subkontinentalne higrofilne livadske zajednice na močvarnom, dubokom zemljištu, izvan poplavne zone",7.7,5.3,7.6,4.4,3.6,0.2
